individual,date,treatment,replicate,censored,time
766,9/19/22,194,1,0,72
767,9/19/22,194,1,0,72
768,9/19/22,194,1,0,72
769,9/19/22,194,1,0,72
770,3/29/23,194,Sara3,1,24
771,3/29/23,194,Sara3,1,24
772,3/29/23,194,Sara3,1,24
773,3/29/23,194,Sara3,1,24
774,3/29/23,194,Sara3,1,24
775,3/29/23,194,Sara3,1,24
776,3/29/23,194,Sara3,1,24
777,3/29/23,194,Sara3,1,24
778,3/29/23,194,Sara3,1,24
779,3/29/23,194,Sara3,1,24
780,3/29/23,194,Sara3,1,24
781,3/29/23,194,Sara3,1,24
782,3/29/23,194,Sara3,1,24
783,3/29/23,194,Sara3,1,24
784,3/29/23,194,Sara3,1,24
785,3/29/23,194,Sara3,1,24
786,3/29/23,194,Sara3,1,24
787,3/29/23,194,Sara3,1,24
788,3/29/23,194,Sara3,1,48
789,3/29/23,194,Sara3,1,48
790,3/29/23,194,Sara3,1,48
791,3/29/23,194,Sara3,1,48
792,3/29/23,194,Sara3,1,48
793,3/29/23,194,Sara3,1,48
794,3/29/23,194,Sara3,1,48
795,3/29/23,194,Sara3,1,48
796,3/29/23,194,Sara3,1,48
797,3/29/23,194,Sara3,1,48
798,3/29/23,194,Sara3,1,48
799,3/29/23,194,Sara3,1,48
800,3/29/23,194,Sara3,1,48
801,3/29/23,194,Sara3,1,48
802,3/29/23,194,Sara3,1,48
803,3/29/23,194,Sara3,1,48
804,3/29/23,194,Sara3,1,48
805,3/29/23,194,Sara3,1,48
806,3/29/23,194,Sara3,1,48
807,3/29/23,194,Sara3,1,48
808,3/29/23,194,Sara3,1,48
809,3/29/23,194,Sara3,1,48
810,3/29/23,194,Sara3,1,48
811,3/29/23,194,Sara3,1,48
812,3/29/23,194,Sara3,1,48
813,3/29/23,194,Sara3,1,48
814,3/29/23,194,Sara3,1,48
815,3/29/23,194,Sara3,1,48
816,3/29/23,194,Sara3,1,48
817,3/29/23,194,Sara3,1,48
818,3/29/23,194,Sara3,1,48
819,3/29/23,194,Sara3,1,48
820,3/29/23,194,Sara3,1,48
821,3/29/23,194,Sara3,1,48
822,3/29/23,194,Sara3,1,48
823,3/29/23,194,Sara3,1,48
824,3/29/23,194,Sara3,1,48
825,3/29/23,194,Sara3,1,48
826,3/29/23,194,Sara3,1,48
827,3/29/23,194,Sara3,1,48
828,3/29/23,194,Sara3,1,48
829,3/29/23,194,Sara3,1,48
830,3/29/23,194,Sara3,1,48
831,3/29/23,194,Sara3,1,48
832,3/29/23,194,Sara3,1,48
833,3/29/23,194,Sara3,1,48
834,3/29/23,194,Sara3,1,48
835,3/29/23,194,Sara3,1,48
836,3/29/23,194,Sara3,1,48
837,3/29/23,194,Sara3,1,48
838,3/29/23,194,Sara3,1,48
839,3/29/23,194,Sara3,1,48
840,3/29/23,194,Sara3,1,48
841,3/29/23,194,Sara3,1,48
842,3/29/23,194,Sara3,1,48
843,3/29/23,194,Sara3,1,48
844,3/29/23,194,Sara3,1,48
845,3/29/23,194,Sara3,1,48
846,3/29/23,194,Sara3,1,72
847,3/29/23,194,Sara3,1,72
848,3/29/23,194,Sara3,1,72
849,3/29/23,194,Sara3,1,72
850,3/29/23,194,Sara3,1,72
851,3/29/23,194,Sara3,1,72
852,3/29/23,194,Sara3,1,72
853,3/29/23,194,Sara3,1,72
854,3/29/23,194,Sara3,1,72
855,3/29/23,194,Sara3,1,72
856,3/29/23,194,Sara3,1,72
857,3/29/23,194,Sara3,1,72
858,3/29/23,194,Sara3,1,72
859,3/29/23,194,Sara3,1,72
860,3/29/23,194,Sara3,0,72
861,3/29/23,194,Sara3,0,72
862,3/29/23,194,Sara3,0,72
863,3/29/23,194,Sara3,0,72
864,3/29/23,194,Sara3,0,72
865,3/29/23,194,Sara3,0,72
866,10/3/22,194,3,1,24
867,10/3/22,194,3,1,24
868,10/3/22,194,3,1,24
869,10/3/22,194,3,1,24
870,10/3/22,194,3,1,24
871,10/3/22,194,3,1,24
872,10/3/22,194,3,1,24
873,10/3/22,194,3,1,24
874,10/3/22,194,3,1,24
875,10/3/22,194,3,1,24
876,10/3/22,194,3,1,24
877,10/3/22,194,3,1,24
878,10/3/22,194,3,1,24
879,10/3/22,194,3,1,24
880,10/3/22,194,3,1,24
881,10/3/22,194,3,1,24
882,10/3/22,194,3,1,24
883,10/3/22,194,3,1,24
884,10/3/22,194,3,1,24
885,10/3/22,194,3,1,24
886,10/3/22,194,3,1,24
887,10/3/22,194,3,1,24
888,10/3/22,194,3,1,24
889,10/3/22,194,3,1,24
890,10/3/22,194,3,1,24
891,10/3/22,194,3,1,24
892,10/3/22,194,3,1,24
893,10/3/22,194,3,1,24
894,10/3/22,194,3,1,24
895,10/3/22,194,3,1,24
896,10/3/22,194,3,1,48
897,10/3/22,194,3,1,48
898,10/3/22,194,3,1,48
899,10/3/22,194,3,1,48
900,10/3/22,194,3,1,48
901,10/3/22,194,3,1,48
902,10/3/22,194,3,1,48
903,10/3/22,194,3,1,48
904,10/3/22,194,3,1,48
905,10/3/22,194,3,1,48
906,10/3/22,194,3,1,48
907,10/3/22,194,3,1,48
908,10/3/22,194,3,1,48
909,10/3/22,194,3,1,48
910,10/3/22,194,3,1,48
911,10/3/22,194,3,1,48
912,10/3/22,194,3,1,48
913,10/3/22,194,3,1,48
914,10/3/22,194,3,1,48
915,10/3/22,194,3,1,48
916,10/3/22,194,3,1,48
917,10/3/22,194,3,1,48
918,10/3/22,194,3,1,48
919,10/3/22,194,3,1,48
920,10/3/22,194,3,1,48
921,10/3/22,194,3,1,48
922,10/3/22,194,3,1,48
923,10/3/22,194,3,1,48
924,10/3/22,194,3,1,48
925,10/3/22,194,3,1,48
926,10/3/22,194,3,1,48
927,10/3/22,194,3,1,48
928,10/3/22,194,3,1,48
929,10/3/22,194,3,1,48
930,10/3/22,194,3,1,48
931,10/3/22,194,3,1,48
932,10/3/22,194,3,1,48
933,10/3/22,194,3,1,48
934,10/3/22,194,3,1,48
935,10/3/22,194,3,1,48
936,10/3/22,194,3,1,48
937,10/3/22,194,3,1,48
938,10/3/22,194,3,1,48
939,10/3/22,194,3,1,48
940,10/3/22,194,3,1,48
941,10/3/22,194,3,1,48
942,10/3/22,194,3,1,48
943,10/3/22,194,3,1,48
944,10/3/22,194,3,1,48
945,10/3/22,194,3,1,48
946,10/3/22,194,3,1,48
947,10/3/22,194,3,1,72
948,10/3/22,194,3,1,72
949,10/3/22,194,3,1,72
950,10/3/22,194,3,1,72
951,10/3/22,194,3,0,72
952,10/3/22,194,3,0,72
953,10/3/22,194,3,0,72
954,10/3/22,194,3,0,72
955,10/3/22,194,3,0,72
956,10/3/22,194,3,0,72
957,10/3/22,194,3,0,72
958,10/3/22,194,3,0,72
959,10/3/22,194,3,0,72
960,10/3/22,194,3,0,72
961,10/3/22,194,3,0,72
962,10/3/22,194,3,0,72
963,10/3/22,194,3,0,72
964,10/3/22,194,3,0,72
965,8/1/22,200,1,1,24
966,8/1/22,200,1,1,24
967,8/1/22,200,1,1,24
968,8/1/22,200,1,1,24
969,8/1/22,200,1,1,24
970,8/1/22,200,1,1,24
971,8/1/22,200,1,1,24
972,8/1/22,200,1,1,24
973,8/1/22,200,1,1,24
974,8/1/22,200,1,1,24
975,8/1/22,200,1,1,24
976,8/1/22,200,1,1,24
977,8/1/22,200,1,1,24
978,8/1/22,200,1,1,24
979,8/1/22,200,1,1,24
980,8/1/22,200,1,1,24
981,8/1/22,200,1,1,24
982,8/1/22,200,1,1,24
983,8/1/22,200,1,1,24
984,8/1/22,200,1,1,24
985,8/1/22,200,1,1,24
986,8/1/22,200,1,1,24
987,8/1/22,200,1,1,24
988,8/1/22,200,1,1,24
989,8/1/22,200,1,1,24
990,8/1/22,200,1,1,24
991,8/1/22,200,1,1,24
992,8/1/22,200,1,1,24
993,8/1/22,200,1,1,24
994,8/1/22,200,1,1,24
995,8/1/22,200,1,1,24
996,8/1/22,200,1,1,24
997,8/1/22,200,1,1,24
998,8/1/22,200,1,1,24
999,8/1/22,200,1,1,24
1000,8/1/22,200,1,1,24
1001,8/1/22,200,1,1,24
1002,8/1/22,200,1,1,24
1003,8/1/22,200,1,1,24
1004,8/1/22,200,1,1,24
1005,8/1/22,200,1,1,24
1006,8/1/22,200,1,1,24
1007,8/1/22,200,1,1,24
1008,8/1/22,200,1,1,24
1009,8/1/22,200,1,1,24
1010,8/1/22,200,1,1,24
1011,8/1/22,200,1,1,24
1012,8/1/22,200,1,1,24
1013,8/1/22,200,1,1,24
1014,8/1/22,200,1,1,24
1015,8/1/22,200,1,1,48
1016,8/1/22,200,1,1,48
1017,8/1/22,200,1,1,48
1018,8/1/22,200,1,1,48
1019,8/1/22,200,1,1,48
1020,8/1/22,200,1,1,48
1021,8/1/22,200,1,1,48
1022,8/1/22,200,1,1,48
1023,8/1/22,200,1,1,48
1024,8/1/22,200,1,1,48
1025,8/1/22,200,1,1,48
1026,8/1/22,200,1,1,48
1027,8/1/22,200,1,1,48
1028,8/1/22,200,1,1,48
1029,8/1/22,200,1,1,48
1030,8/1/22,200,1,1,48
1031,8/1/22,200,1,1,48
1032,8/1/22,200,1,1,48
1033,8/1/22,200,1,1,48
1034,8/1/22,200,1,1,48
1035,8/1/22,200,1,1,48
1036,8/1/22,200,1,1,48
1037,8/1/22,200,1,1,48
1038,8/1/22,200,1,1,48
1039,8/1/22,200,1,1,48
1040,8/1/22,200,1,1,48
1041,8/1/22,200,1,1,48
1042,8/1/22,200,1,1,48
1043,8/1/22,200,1,1,48
1044,8/1/22,200,1,1,48
1045,8/1/22,200,1,1,48
1046,8/1/22,200,1,1,48
1047,8/1/22,200,1,1,48
1048,8/1/22,200,1,1,48
1049,8/1/22,200,1,1,48
1050,8/1/22,200,1,1,48
1051,8/1/22,200,1,1,48
1052,8/1/22,200,1,1,48
1053,8/1/22,200,1,1,48
1054,8/1/22,200,1,1,48
1055,8/1/22,200,1,1,48
1056,8/1/22,200,1,1,48
1057,8/1/22,200,1,1,48
1058,8/1/22,200,1,1,48
1059,8/1/22,200,1,1,48
1060,8/1/22,200,1,1,72
1061,8/1/22,200,1,1,72
1062,8/1/22,200,1,1,72
1063,8/1/22,200,1,0,72
1064,8/8/22,200,2,1,24
1065,8/8/22,200,2,1,24
1066,8/8/22,200,2,1,24
1067,8/8/22,200,2,1,24
1068,8/8/22,200,2,1,24
1069,8/8/22,200,2,1,24
1070,8/8/22,200,2,1,24
1071,8/8/22,200,2,1,24
1072,8/8/22,200,2,1,24
1073,8/8/22,200,2,1,24
1074,8/8/22,200,2,1,24
1075,8/8/22,200,2,1,24
1076,8/8/22,200,2,1,24
1077,8/8/22,200,2,1,24
1078,8/8/22,200,2,1,24
1079,8/8/22,200,2,1,24
1080,8/8/22,200,2,1,24
1081,8/8/22,200,2,1,24
1082,8/8/22,200,2,1,24
1083,8/8/22,200,2,1,24
1084,8/8/22,200,2,1,24
1085,8/8/22,200,2,1,24
1086,8/8/22,200,2,1,24
1087,8/8/22,200,2,1,24
1088,8/8/22,200,2,1,24
1089,8/8/22,200,2,1,24
1090,8/8/22,200,2,1,24
1091,8/8/22,200,2,1,24
1092,8/8/22,200,2,1,24
1093,8/8/22,200,2,1,24
1094,8/8/22,200,2,1,24
1095,8/8/22,200,2,1,24
1096,8/8/22,200,2,1,24
1097,8/8/22,200,2,1,24
1098,8/8/22,200,2,1,24
1099,8/8/22,200,2,1,48
1100,8/8/22,200,2,1,48
1101,8/8/22,200,2,1,48
1102,8/8/22,200,2,1,48
1103,8/8/22,200,2,1,48
1104,8/8/22,200,2,1,48
1105,8/8/22,200,2,1,48
1106,8/8/22,200,2,1,48
1107,8/8/22,200,2,1,48
1108,8/8/22,200,2,1,48
1109,8/8/22,200,2,1,48
1110,8/8/22,200,2,1,48
1111,8/8/22,200,2,1,48
1112,8/8/22,200,2,1,48
1113,8/8/22,200,2,1,48
1114,8/8/22,200,2,1,48
1115,8/8/22,200,2,1,48
1116,8/8/22,200,2,1,48
1117,8/8/22,200,2,1,48
1118,8/8/22,200,2,1,48
1119,8/8/22,200,2,1,48
1120,8/8/22,200,2,1,48
1121,8/8/22,200,2,1,48
1122,8/8/22,200,2,1,48
1123,8/8/22,200,2,1,48
1124,8/8/22,200,2,1,48
1125,8/8/22,200,2,1,48
1126,8/8/22,200,2,1,48
1127,8/8/22,200,2,1,48
1128,8/8/22,200,2,1,48
1129,8/8/22,200,2,1,48
1130,8/8/22,200,2,1,72
1131,8/8/22,200,2,1,72
1132,8/8/22,200,2,0,72
1133,8/8/22,200,2,0,72
1134,8/15/22,200,3,1,24
1135,8/15/22,200,3,1,24
1136,8/15/22,200,3,1,24
1137,8/15/22,200,3,1,24
1138,8/15/22,200,3,1,24
1139,8/15/22,200,3,1,24
1140,8/15/22,200,3,1,24
1141,8/15/22,200,3,1,24
1142,8/15/22,200,3,1,24
1143,8/15/22,200,3,1,24
1144,8/15/22,200,3,1,24
1145,8/15/22,200,3,1,24
1146,8/15/22,200,3,1,24
1147,8/15/22,200,3,1,24
1148,8/15/22,200,3,1,24
1149,8/15/22,200,3,1,24
1150,8/15/22,200,3,1,24
1151,8/15/22,200,3,1,24
1152,8/15/22,200,3,1,24
1153,8/15/22,200,3,1,24
1154,8/15/22,200,3,1,24
1155,8/15/22,200,3,1,24
1156,8/15/22,200,3,1,24
1157,8/15/22,200,3,1,24
1158,8/15/22,200,3,1,24
1159,8/15/22,200,3,1,24
1160,8/15/22,200,3,1,24
1161,8/15/22,200,3,1,24
1162,8/15/22,200,3,1,24
1163,8/15/22,200,3,1,24
1164,8/15/22,200,3,1,24
1165,8/15/22,200,3,1,24
1166,8/15/22,200,3,1,24
1167,8/15/22,200,3,1,24
1168,8/15/22,200,3,1,24
1169,8/15/22,200,3,1,24
1170,8/15/22,200,3,1,24
1171,8/15/22,200,3,1,24
1172,8/15/22,200,3,1,24
1173,8/15/22,200,3,1,24
1174,8/15/22,200,3,1,24
1175,8/15/22,200,3,1,48
1176,8/15/22,200,3,1,48
1177,8/15/22,200,3,1,48
1178,8/15/22,200,3,1,48
1179,8/15/22,200,3,1,48
1180,8/15/22,200,3,1,48
1181,8/15/22,200,3,1,48
1182,8/15/22,200,3,1,48
1183,8/15/22,200,3,1,48
1184,8/15/22,200,3,1,48
1185,8/15/22,200,3,1,48
1186,8/15/22,200,3,1,48
1187,8/15/22,200,3,1,48
1188,8/15/22,200,3,1,48
1189,8/15/22,200,3,1,48
1190,8/15/22,200,3,1,48
1191,8/15/22,200,3,1,48
1192,8/15/22,200,3,1,48
1193,8/15/22,200,3,1,48
1194,8/15/22,200,3,1,48
1195,8/15/22,200,3,1,48
1196,8/15/22,200,3,1,48
1197,8/15/22,200,3,1,48
1198,8/15/22,200,3,1,48
1199,8/15/22,200,3,1,48
1200,8/15/22,200,3,1,48
1201,8/15/22,200,3,1,48
1202,8/15/22,200,3,1,48
1203,8/15/22,200,3,1,48
1204,8/15/22,200,3,1,48
1205,8/15/22,200,3,1,48
1206,8/15/22,200,3,1,48
1207,8/15/22,200,3,1,48
1208,8/15/22,200,3,1,48
1209,8/15/22,200,3,1,48
1210,8/15/22,200,3,1,48
1211,8/15/22,200,3,1,48
1212,8/15/22,200,3,1,48
1213,8/15/22,200,3,1,48
1214,8/15/22,200,3,1,48
1215,8/15/22,200,3,1,48
1216,8/15/22,200,3,1,48
1217,8/15/22,200,3,1,48
1218,8/15/22,200,3,1,48
1219,8/15/22,200,3,1,48
1220,8/15/22,200,3,1,48
1221,8/15/22,200,3,1,48
1222,8/15/22,200,3,1,48
1223,8/15/22,200,3,1,48
1224,8/15/22,200,3,1,48
1225,8/15/22,200,3,1,48
1226,8/15/22,200,3,1,48
1227,8/15/22,200,3,1,72
1228,8/15/22,200,3,1,72
1229,8/15/22,200,3,1,72
1230,8/15/22,200,3,1,72
1231,8/15/22,200,3,0,72
1232,8/15/22,200,3,0,72
1233,8/15/22,200,3,0,72
1234,4/25/23,204,Sara,1,24
1235,4/25/23,204,Sara,1,24
1236,4/25/23,204,Sara,1,24
1237,4/25/23,204,Sara,1,24
1238,4/25/23,204,Sara,1,24
1239,4/25/23,204,Sara,1,24
1240,4/25/23,204,Sara,1,24
1241,4/25/23,204,Sara,1,48
1242,4/25/23,204,Sara,1,48
1243,4/25/23,204,Sara,1,48
1244,4/25/23,204,Sara,1,48
1245,4/25/23,204,Sara,1,48
1246,4/25/23,204,Sara,1,48
1247,4/25/23,204,Sara,1,48
1248,4/25/23,204,Sara,1,48
1249,4/25/23,204,Sara,1,48
1250,4/25/23,204,Sara,1,48
1251,4/25/23,204,Sara,1,48
1252,4/25/23,204,Sara,1,48
1253,4/25/23,204,Sara,1,48
1254,4/25/23,204,Sara,1,48
1255,4/25/23,204,Sara,1,48
1256,4/25/23,204,Sara,1,48
1257,4/25/23,204,Sara,1,48
1258,4/25/23,204,Sara,1,48
1259,4/25/23,204,Sara,1,48
1260,4/25/23,204,Sara,1,48
1261,4/25/23,204,Sara,1,48
1262,4/25/23,204,Sara,1,48
1263,4/25/23,204,Sara,1,48
1264,4/25/23,204,Sara,1,48
1265,4/25/23,204,Sara,1,48
1266,4/25/23,204,Sara,1,48
1267,4/25/23,204,Sara,1,48
1268,4/25/23,204,Sara,1,48
1269,4/25/23,204,Sara,1,48
1270,4/25/23,204,Sara,1,48
1271,4/25/23,204,Sara,1,48
1272,4/25/23,204,Sara,1,48
1273,4/25/23,204,Sara,1,48
1274,4/25/23,204,Sara,1,48
1275,4/25/23,204,Sara,1,48
1276,4/25/23,204,Sara,1,48
1277,4/25/23,204,Sara,1,48
1278,4/25/23,204,Sara,1,48
1279,4/25/23,204,Sara,1,48
1280,4/25/23,204,Sara,1,48
1281,4/25/23,204,Sara,1,48
1282,4/25/23,204,Sara,1,48
1283,4/25/23,204,Sara,1,48
1284,4/25/23,204,Sara,1,48
1285,4/25/23,204,Sara,1,48
1286,4/25/23,204,Sara,1,48
1287,4/25/23,204,Sara,1,48
1288,4/25/23,204,Sara,1,48
1289,4/25/23,204,Sara,1,48
1290,4/25/23,204,Sara,1,48
1291,4/25/23,204,Sara,1,48
1292,4/25/23,204,Sara,1,48
1293,4/25/23,204,Sara,1,48
1294,4/25/23,204,Sara,1,48
1295,4/25/23,204,Sara,1,48
1296,4/25/23,204,Sara,1,48
1297,4/25/23,204,Sara,1,48
1298,4/25/23,204,Sara,1,48
1299,4/25/23,204,Sara,1,48
1300,4/25/23,204,Sara,1,48
1301,4/25/23,204,Sara,1,48
1302,4/25/23,204,Sara,1,48
1303,4/25/23,204,Sara,1,48
1304,4/25/23,204,Sara,1,48
1305,4/25/23,204,Sara,1,48
1306,4/25/23,204,Sara,1,48
1307,4/25/23,204,Sara,1,48
1308,4/25/23,204,Sara,1,48
1309,4/25/23,204,Sara,1,48
1310,4/25/23,204,Sara,1,48
1311,4/25/23,204,Sara,1,48
1312,4/25/23,204,Sara,1,48
1313,4/25/23,204,Sara,1,48
1314,4/25/23,204,Sara,1,48
1315,4/25/23,204,Sara,1,48
1316,4/25/23,204,Sara,1,48
1317,4/25/23,204,Sara,1,48
1318,4/25/23,204,Sara,1,48
1319,4/25/23,204,Sara,1,48
1320,4/25/23,204,Sara,1,48
1321,4/25/23,204,Sara,1,48
1322,4/25/23,204,Sara,1,48
1323,4/25/23,204,Sara,1,48
1324,4/25/23,204,Sara,0,72
1325,4/25/23,204,Sara,0,72
1326,4/25/23,204,Sara,0,72
1327,4/25/23,204,Sara,0,72
1328,4/25/23,204,Sara,0,72
1329,4/25/23,204,Sara,0,72
1330,4/25/23,204,Sara,0,72
1331,4/25/23,204,Sara,0,72
1332,9/26/22,204,2,1,24
1333,9/26/22,204,2,1,24
1334,9/26/22,204,2,1,24
1335,9/26/22,204,2,1,24
1336,9/26/22,204,2,1,24
1337,9/26/22,204,2,1,24
1338,9/26/22,204,2,1,24
1339,9/26/22,204,2,1,24
1340,9/26/22,204,2,1,24
1341,9/26/22,204,2,1,24
1342,9/26/22,204,2,1,24
1343,9/26/22,204,2,1,24
1344,9/26/22,204,2,1,24
1345,9/26/22,204,2,1,24
1346,9/26/22,204,2,1,24
1347,9/26/22,204,2,1,24
1348,9/26/22,204,2,1,24
1349,9/26/22,204,2,1,24
1350,9/26/22,204,2,1,24
1351,9/26/22,204,2,1,24
1352,9/26/22,204,2,1,24
1353,9/26/22,204,2,1,24
1354,9/26/22,204,2,1,24
1355,9/26/22,204,2,1,24
1356,9/26/22,204,2,1,24
1357,9/26/22,204,2,1,24
1358,9/26/22,204,2,1,24
1359,9/26/22,204,2,1,24
1360,9/26/22,204,2,1,24
1361,9/26/22,204,2,1,24
1362,9/26/22,204,2,1,24
1363,9/26/22,204,2,1,24
1364,9/26/22,204,2,1,24
1365,9/26/22,204,2,1,24
1366,9/26/22,204,2,1,24
1367,9/26/22,204,2,1,24
1368,9/26/22,204,2,1,24
1369,9/26/22,204,2,1,24
1370,9/26/22,204,2,1,24
1371,9/26/22,204,2,1,24
1372,9/26/22,204,2,1,24
1373,9/26/22,204,2,1,24
1374,9/26/22,204,2,1,24
1375,9/26/22,204,2,1,24
1376,9/26/22,204,2,1,24
1377,9/26/22,204,2,1,24
1378,9/26/22,204,2,1,24
1379,9/26/22,204,2,1,24
1380,9/26/22,204,2,1,24
1381,9/26/22,204,2,1,24
1382,9/26/22,204,2,1,24
1383,9/26/22,204,2,1,24
1384,9/26/22,204,2,1,24
1385,9/26/22,204,2,1,24
1386,9/26/22,204,2,1,24
1387,9/26/22,204,2,1,24
1388,9/26/22,204,2,1,24
1389,9/26/22,204,2,1,24
1390,9/26/22,204,2,1,24
1391,9/26/22,204,2,1,24
1392,9/26/22,204,2,1,24
1393,9/26/22,204,2,1,48
1394,9/26/22,204,2,1,48
1395,9/26/22,204,2,1,48
1396,9/26/22,204,2,1,48
1397,9/26/22,204,2,1,48
1398,9/26/22,204,2,1,48
1399,9/26/22,204,2,1,48
1400,9/26/22,204,2,1,48
1401,9/26/22,204,2,1,48
1402,9/26/22,204,2,1,48
1403,9/26/22,204,2,1,48
1404,9/26/22,204,2,1,48
1405,9/26/22,204,2,1,48
1406,9/26/22,204,2,1,48
1407,9/26/22,204,2,1,48
1408,9/26/22,204,2,1,48
1409,9/26/22,204,2,1,48
1410,9/26/22,204,2,1,48
1411,9/26/22,204,2,1,48
1412,9/26/22,204,2,1,48
1413,9/26/22,204,2,1,48
1414,9/26/22,204,2,1,72
1415,9/26/22,204,2,1,72
1416,9/26/22,204,2,1,72
1417,9/26/22,204,2,1,72
1418,9/26/22,204,2,1,72
1419,9/26/22,204,2,0,72
1420,10/3/22,204,3,1,24
1421,10/3/22,204,3,1,24
1422,10/3/22,204,3,1,24
1423,10/3/22,204,3,1,24
1424,10/3/22,204,3,1,24
1425,10/3/22,204,3,1,24
1426,10/3/22,204,3,1,24
1427,10/3/22,204,3,1,24
1428,10/3/22,204,3,1,24
1429,10/3/22,204,3,1,24
1430,10/3/22,204,3,1,24
1431,10/3/22,204,3,1,24
1432,10/3/22,204,3,1,24
1433,10/3/22,204,3,1,24
1434,10/3/22,204,3,1,24
1435,10/3/22,204,3,1,24
1436,10/3/22,204,3,1,24
1437,10/3/22,204,3,1,24
1438,10/3/22,204,3,1,24
1439,10/3/22,204,3,1,24
1440,10/3/22,204,3,1,24
1441,10/3/22,204,3,1,24
1442,10/3/22,204,3,1,24
1443,10/3/22,204,3,1,24
1444,10/3/22,204,3,1,24
1445,10/3/22,204,3,1,24
1446,10/3/22,204,3,1,24
1447,10/3/22,204,3,1,24
1448,10/3/22,204,3,1,24
1449,10/3/22,204,3,1,24
1450,10/3/22,204,3,1,24
1451,10/3/22,204,3,1,24
1452,10/3/22,204,3,1,24
1453,10/3/22,204,3,1,24
1454,10/3/22,204,3,1,24
1455,10/3/22,204,3,1,24
1456,10/3/22,204,3,1,24
1457,10/3/22,204,3,1,24
1458,10/3/22,204,3,1,24
1459,10/3/22,204,3,1,24
1460,10/3/22,204,3,1,24
1461,10/3/22,204,3,1,24
1462,10/3/22,204,3,1,24
1463,10/3/22,204,3,1,24
1464,10/3/22,204,3,1,24
1465,10/3/22,204,3,1,24
1466,10/3/22,204,3,1,24
1467,10/3/22,204,3,1,24
1468,10/3/22,204,3,1,24
1469,10/3/22,204,3,1,24
1470,10/3/22,204,3,1,24
1471,10/3/22,204,3,1,24
1472,10/3/22,204,3,1,24
1473,10/3/22,204,3,1,24
1474,10/3/22,204,3,1,24
1475,10/3/22,204,3,1,24
1476,10/3/22,204,3,1,24
1477,10/3/22,204,3,1,24
1478,10/3/22,204,3,1,24
1479,10/3/22,204,3,1,24
1480,10/3/22,204,3,1,48
1481,10/3/22,204,3,1,48
1482,10/3/22,204,3,1,48
1483,10/3/22,204,3,1,48
1484,10/3/22,204,3,1,48
1485,10/3/22,204,3,1,48
1486,10/3/22,204,3,1,48
1487,10/3/22,204,3,1,48
1488,10/3/22,204,3,1,48
1489,10/3/22,204,3,1,48
1490,10/3/22,204,3,1,48
1491,10/3/22,204,3,1,48
1492,10/3/22,204,3,1,48
1493,10/3/22,204,3,1,48
1494,10/3/22,204,3,1,48
1495,10/3/22,204,3,1,48
1496,10/3/22,204,3,1,48
1497,10/3/22,204,3,1,48
1498,10/3/22,204,3,1,48
1499,10/3/22,204,3,1,48
1500,10/3/22,204,3,1,48
1501,10/3/22,204,3,1,48
1502,10/3/22,204,3,1,48
1503,10/3/22,204,3,1,48
1504,10/3/22,204,3,1,48
1505,10/3/22,204,3,1,48
1506,10/3/22,204,3,1,48
1507,10/3/22,204,3,1,48
1508,10/3/22,204,3,1,72
1509,10/3/22,204,3,1,72
1510,10/3/22,204,3,1,72
1511,10/3/22,204,3,1,72
1512,10/3/22,204,3,0,72
1513,10/3/22,204,3,0,72
1514,10/3/22,204,3,0,72
1515,10/3/22,204,3,0,72
1516,10/3/22,204,3,0,72
1517,10/3/22,204,3,0,72
1518,9/19/22,205,1,1,24
1519,9/19/22,205,1,1,24
1520,9/19/22,205,1,1,24
1521,9/19/22,205,1,1,24
1522,9/19/22,205,1,1,24
1523,9/19/22,205,1,1,24
1524,9/19/22,205,1,1,24
1525,9/19/22,205,1,1,24
1526,9/19/22,205,1,1,24
1527,9/19/22,205,1,1,24
1528,9/19/22,205,1,1,24
1529,9/19/22,205,1,1,24
1530,9/19/22,205,1,1,24
1531,9/19/22,205,1,1,24
1532,9/19/22,205,1,1,24
1533,9/19/22,205,1,1,24
1534,9/19/22,205,1,1,24
1535,9/19/22,205,1,1,24
1536,9/19/22,205,1,1,24
1537,9/19/22,205,1,1,24
1538,9/19/22,205,1,1,24
1539,9/19/22,205,1,1,24
1540,9/19/22,205,1,1,24
1541,9/19/22,205,1,1,24
1542,9/19/22,205,1,1,24
1543,9/19/22,205,1,1,24
1544,9/19/22,205,1,1,24
1545,9/19/22,205,1,1,24
1546,9/19/22,205,1,1,24
1547,9/19/22,205,1,1,24
1548,9/19/22,205,1,1,24
1549,9/19/22,205,1,1,48
1550,9/19/22,205,1,1,48
1551,9/19/22,205,1,1,48
1552,9/19/22,205,1,1,48
1553,9/19/22,205,1,1,48
1554,9/19/22,205,1,1,48
1555,9/19/22,205,1,1,48
1556,9/19/22,205,1,1,48
1557,9/19/22,205,1,1,48
1558,9/19/22,205,1,1,48
1559,9/19/22,205,1,1,48
1560,9/19/22,205,1,1,48
1561,9/19/22,205,1,1,48
1562,9/19/22,205,1,1,48
1563,9/19/22,205,1,1,48
1564,9/19/22,205,1,1,48
1565,9/19/22,205,1,1,48
1566,9/19/22,205,1,1,48
1567,9/19/22,205,1,1,48
1568,9/19/22,205,1,1,48
1569,9/19/22,205,1,1,48
1570,9/19/22,205,1,1,48
1571,9/19/22,205,1,1,48
1572,9/19/22,205,1,1,48
